,tDept,tSid,institution_name,tFname,tMiddlename,tLname,tid,tNumRatings,rating_class,contentType,categoryType,overall_rating
1679,Philosophy,4002,Vanderbilt University,Erin,,Tarver,1227688,4,average,TEACHER,PROFESSOR,2.6
1680,Geology,4002,Vanderbilt University,Garrett,,Tate,2360237,10,good,TEACHER,PROFESSOR,3.7
1681,Biology,4002,Vanderbilt University,Ann,,Tate,2438868,1,good,TEACHER,PROFESSOR,5.0
1682,Chemistry,4002,Vanderbilt University,Joel,,Tellinghuisen,400379,17,poor,TEACHER,PROFESSOR,1.5
1683,Sociology,4002,Vanderbilt University,Steven J.,,Tepper,820874,8,good,TEACHER,PROFESSOR,4.4
1684,English,4002,Vanderbilt University,Rachel,,Teukolsky,1492901,22,good,TEACHER,PROFESSOR,3.8
1685,Political Science,4002,Vanderbilt University,Tariq,,Thachil,2312404,8,good,TEACHER,PROFESSOR,5.0
1686,Sociology,4002,Vanderbilt University,Stanley,,Thangaraj,1663800,9,good,TEACHER,PROFESSOR,4.3
1687,English,4002,Vanderbilt University,Nafissa,,Thompson,797442,5,good,TEACHER,PROFESSOR,3.7
1688,Engineering,4002,Vanderbilt University,Walter,,Thorn,1090296,0,zero,TEACHER,PROFESSOR,N/A
1689,Political Science,4002,Vanderbilt University,Sharece,,Thrower,2185885,5,good,TEACHER,PROFESSOR,3.8
1690,English,4002,Vanderbilt University,Cecelia,,Tichi,258228,28,good,TEACHER,PROFESSOR,3.8
1691,Anthropology,4002,Vanderbilt University,Catherine,,Timura,1223768,0,zero,TEACHER,PROFESSOR,N/A
1692,Philosophy,4002,Vanderbilt University,Jeffrey,,Tlumak,133407,12,average,TEACHER,PROFESSOR,3.5
1693,Human Development,4002,Vanderbilt University,Deborah,,Tobey,1508690,8,average,TEACHER,PROFESSOR,2.8
1694,Chemistry,4002,Vanderbilt University,Tara,,Todd,512403,125,good,TEACHER,PROFESSOR,4.2
1695,Physics,4002,Vanderbilt University,Norman,,Tolk,1054948,9,average,TEACHER,PROFESSOR,2.6
1696,Psychology,4002,Vanderbilt University,Andy,,Tomarken,741623,3,good,TEACHER,PROFESSOR,5.0
1697,Psychology,4002,Vanderbilt University,Andrew,,Tomarken,2187850,11,good,TEACHER,PROFESSOR,4.9
1698,Psychology,4002,Vanderbilt University,Kristen,,Tompkins,624085,25,good,TEACHER,PROFESSOR,4.2
1699,Psychology,4002,Vanderbilt University,Frank,,Tong,985521,18,good,TEACHER,PROFESSOR,4.1
1700,Classics,4002,Vanderbilt University,John,,Torodash,766964,0,zero,TEACHER,PROFESSOR,N/A
1701,American Studies,4002,Vanderbilt University,Gabriel,A.,Torres Colon,2299983,3,good,TEACHER,PROFESSOR,4.7
1702,Chemistry,4002,Vanderbilt University,Steven,,Townsend,2108589,56,good,TEACHER,PROFESSOR,4.5
1703,Physical Education,4002,Vanderbilt University,theodore,,towse,2479931,0,zero,TEACHER,PROFESSOR,N/A
1704,Economics,4002,Vanderbilt University,T,,Trafton,1013406,2,good,TEACHER,PROFESSOR,4.5
1705,Asian Studies,4002,Vanderbilt University,Ben,,Tran,1548077,19,good,TEACHER,PROFESSOR,4.6
1706,Communication,4002,Vanderbilt University,Courtney,,Travers,2087550,16,good,TEACHER,PROFESSOR,3.6
1707,Engineering,4002,Vanderbilt University,Brooke,,Traynham,1322025,7,good,TEACHER,PROFESSOR,5.0
1708,Finance,4002,Vanderbilt University,Brent,,Trentham,1542192,30,good,TEACHER,PROFESSOR,4.7
1709,Languages,4002,Vanderbilt University,Benigno,,Trigo,823632,6,good,TEACHER,PROFESSOR,4.4
1710,Psychology,4002,Vanderbilt University,Georgene,,Troseth,481017,39,good,TEACHER,PROFESSOR,4.2
1711,Sociology,4002,Vanderbilt University,Latonya,,Trotter,1893805,16,good,TEACHER,PROFESSOR,4.0
1712,Engineering,4002,Vanderbilt University,Lori,,Troxel,177490,35,good,TEACHER,PROFESSOR,4.2
1713,Psychology,4002,Vanderbilt University,Jennifer,S,Trueblood,2312054,3,good,TEACHER,PROFESSOR,5.0
1714,Philosophy,4002,Vanderbilt University,Boomer,,Trujillo,2123014,4,good,TEACHER,PROFESSOR,4.8
1715,Classics,4002,Vanderbilt University,Barbara,,Tsakirgis,140098,28,good,TEACHER,PROFESSOR,4.0
1716,Mathematics,4002,Vanderbilt University,Steven,,Tschantz,780635,13,good,TEACHER,PROFESSOR,4.1
1717,Mathematics,4002,Vanderbilt University,Constantine,,Tsinakis,933167,7,good,TEACHER,PROFESSOR,3.5
1718,History,4002,Vanderbilt University,Arleen,,Tuchman,141547,18,good,TEACHER,PROFESSOR,3.7
1719,Medicine,4002,Vanderbilt University,Holly,,Tucker,980820,21,good,TEACHER,PROFESSOR,4.5
1720,Anthropology,4002,Vanderbilt University,Tiffiny,,Tung,526362,33,good,TEACHER,PROFESSOR,4.4
1721,Philosophy,4002,Vanderbilt University,Adam,,Turk,1234429,3,good,TEACHER,PROFESSOR,4.7
1722,Human Development,4002,Vanderbilt University,William,,Turner,1700308,0,zero,TEACHER,PROFESSOR,N/A
1723,Engineering,4002,Vanderbilt University,Clark,,Turner,2565274,2,average,TEACHER,PROFESSOR,2.5
1724,Economics,4002,Vanderbilt University,Lesley,,Turner,2651510,4,average,TEACHER,PROFESSOR,3.0
1725,Religion,4002,Vanderbilt University,Katarina,,Turpeinen,2189926,3,good,TEACHER,PROFESSOR,5.0
1726,Philosophy,4002,Vanderbilt University,Rebecca,,Tuvel,1435199,6,good,TEACHER,PROFESSOR,4.6
1727,Education,4002,Vanderbilt University,Naomi,C.,Tyler,2102402,3,good,TEACHER,PROFESSOR,3.7
1728,Sociology,4002,Vanderbilt University,Benjamin,,Tyndall,2217625,2,good,TEACHER,PROFESSOR,4.5
1729,Human Development,4002,Vanderbilt University,Atlee,,Tyree,2265853,7,poor,TEACHER,PROFESSOR,2.1
1730,Biomedical,4002,Vanderbilt University,Matthew,,Tyska,1463941,0,zero,TEACHER,PROFESSOR,N/A
1731,Philosophy,4002,Vanderbilt University,Sarah,,Tyson,973943,11,good,TEACHER,PROFESSOR,4.9
1732,Sociology,4002,Vanderbilt University,Zdravka,,Tzankova,2073918,18,good,TEACHER,PROFESSOR,4.8
1733,Languages,4002,Vanderbilt University,Chiedozie,Michael,Uhuegbu,2659950,1,good,TEACHER,PROFESSOR,5.0
1734,Physics,4002,Vanderbilt University,Sait,,Umar,743484,8,good,TEACHER,PROFESSOR,4.5
1735,Religion,4002,Vanderbilt University,Martina,,Urban,1143653,14,good,TEACHER,PROFESSOR,3.7
1736,History,4002,Vanderbilt University,Daniel,,"Usner, Jr.",377918,17,good,TEACHER,PROFESSOR,4.0
1737,Mathematics,4002,Vanderbilt University,Caglar,,Uyanik,2283319,7,good,TEACHER,PROFESSOR,5.0
1738,Engineering,4002,Vanderbilt University,Pietro,,Valdastri,1843246,1,good,TEACHER,PROFESSOR,4.5
1739,Women's Studies,4002,Vanderbilt University,Danyelle,,Valentine,2594049,6,good,TEACHER,PROFESSOR,4.0
1740,Mathematics,4002,Vanderbilt University,Maria,,Van der Walt,2123989,10,good,TEACHER,PROFESSOR,4.8
1741,Human Development,4002,Vanderbilt University,Andrew,,Van Schaack,518989,96,good,TEACHER,PROFESSOR,4.5
1742,Art History,4002,Vanderbilt University,Rebecca,E K,Vandiver,1866748,14,good,TEACHER,PROFESSOR,3.7
1743,Physics,4002,Vanderbilt University,Kalman,,Varga,1549366,3,good,TEACHER,PROFESSOR,3.5
1744,Languages,4002,Vanderbilt University,Alonso,,Varo Varo,1560750,5,good,TEACHER,PROFESSOR,4.9
1745,Engineering,4002,Vanderbilt University,John,,Veillette,298670,17,good,TEACHER,PROFESSOR,4.6
1746,Physics,4002,Vanderbilt University,Julia,,Velkovska,595238,12,poor,TEACHER,PROFESSOR,2.5
1747,Physics,4002,Vanderbilt University,Momchil,,Velkovsky,1351428,65,average,TEACHER,PROFESSOR,2.7
1748,Biomedical,4002,Vanderbilt University,Bryan,,Venters,2190748,0,zero,TEACHER,PROFESSOR,N/A
1749,Chemistry,4002,Vanderbilt University,Susan,,Verberne-Sutton,1974189,23,good,TEACHER,PROFESSOR,3.9
1750,Music,4002,Vanderbilt University,Thomas,E,Verrier,2355835,0,zero,TEACHER,PROFESSOR,N/A
1751,Business,4002,Vanderbilt University,Bart,,Victor,1826052,0,zero,TEACHER,PROFESSOR,N/A
1752,History,4002,Vanderbilt University,Nicholas,,Villanueva,1276409,9,good,TEACHER,PROFESSOR,4.1
1753,Economics,4002,Vanderbilt University,Jason,,Vincze,2357566,0,zero,TEACHER,PROFESSOR,N/A
1754,Political Science,4002,Vanderbilt University,Sheahan,G,Virgin,2446426,3,good,TEACHER,PROFESSOR,5.0
1755,Business,4002,Vanderbilt University,Tim,,Vogus,1826050,0,zero,TEACHER,PROFESSOR,N/A
1756,Computer Science,4002,Vanderbilt University,Peter,,Volgyesi,2314130,12,good,TEACHER,PROFESSOR,4.6
1757,Computer Science,4002,Vanderbilt University,Yevgeniy,,Vorobeychik,2146199,1,good,TEACHER,PROFESSOR,5.0
1758,Neuroscience,4002,Vanderbilt University,Oliver,,Vranjkovic,2343690,1,average,TEACHER,PROFESSOR,3.0
1759,Economics,4002,Vanderbilt University,John,,Vrooman,126731,102,average,TEACHER,PROFESSOR,3.3
1760,Education,4002,Vanderbilt University,Leigh,,Wadsworth,881195,41,good,TEACHER,PROFESSOR,4.3
1761,Education,4002,Vanderbilt University,Anita,,Wager,2593036,1,good,TEACHER,PROFESSOR,5.0
1762,Mathematics,4002,Vanderbilt University,Ian,,Wagner,2625661,2,good,TEACHER,PROFESSOR,5.0
1763,Mathematics,4002,Vanderbilt University,Frank,,Wagner,2578440,9,good,TEACHER,PROFESSOR,4.6
1764,Psychology,4002,Vanderbilt University,Tedra,,Walden,283302,12,poor,TEACHER,PROFESSOR,2.0
1765,Music,4002,Vanderbilt University,Deanna,,Walker,115908,28,good,TEACHER,PROFESSOR,4.3
1766,Engineering,4002,Vanderbilt University,Greg,,Walker,1005859,5,poor,TEACHER,PROFESSOR,2.4
1767,Engineering,4002,Vanderbilt University,Matthew,,Walker,2077786,3,average,TEACHER,PROFESSOR,3.0
1768,Human Development,4002,Vanderbilt University,Janet,,Walls,2573666,2,good,TEACHER,PROFESSOR,4.5
1769,Management,4002,Vanderbilt University,Fang,,Wan,310378,0,zero,TEACHER,PROFESSOR,N/A
1770,Mathematics,4002,Vanderbilt University,Zhian,,Wang,1379181,0,zero,TEACHER,PROFESSOR,N/A
1771,Mathematics,4002,Vanderbilt University,Kun,,Wang,2086859,20,good,TEACHER,PROFESSOR,3.8
1772,Philosophy,4002,Vanderbilt University,Connie,,Wang,2361183,2,good,TEACHER,PROFESSOR,4.0
1773,Music,4002,Vanderbilt University,Felix,,Wang,2633060,1,good,TEACHER,PROFESSOR,5.0
1774,Mathematics,4002,Vanderbilt University,Yi,,Wang,2646225,1,good,TEACHER,PROFESSOR,5.0
1775,Asian Studies,4002,Vanderbilt University,Guojun,,Wang,2090807,6,good,TEACHER,PROFESSOR,5.0
1776,English,4002,Vanderbilt University,Jane,,Wanninger,1184381,3,good,TEACHER,PROFESSOR,3.8
1777,Languages,4002,Vanderbilt University,Evan,,Ward,1672227,1,good,TEACHER,PROFESSOR,4.5
1778,Fine Arts,4002,Vanderbilt University,John,R,Warren,1855301,13,good,TEACHER,PROFESSOR,4.5
1779,Languages,4002,Vanderbilt University,Cynthia,,Wasick,397786,33,good,TEACHER,PROFESSOR,3.5
1780,History,4002,Vanderbilt University,David,,Wasserstein,600555,19,average,TEACHER,PROFESSOR,3.0
1781,Film,4002,Vanderbilt University,Jonathan,,Waters,1886137,7,good,TEACHER,PROFESSOR,3.7
1782,Psychology,4002,Vanderbilt University,Duane,,Watson,2186908,1,poor,TEACHER,PROFESSOR,1.0
1783,History,4002,Vanderbilt University,Frank,,Wcislo,126735,29,good,TEACHER,PROFESSOR,3.8
1784,Mathematics,4002,Vanderbilt University,Adam,,Weaver,1275795,4,poor,TEACHER,PROFESSOR,2.2
1785,Biology,4002,Vanderbilt University,Donna,,Webb,1720787,1,good,TEACHER,PROFESSOR,5.0
1786,Mathematics,4002,Vanderbilt University,Glenn,,Webb,751120,23,good,TEACHER,PROFESSOR,3.9
1787,Languages,4002,Vanderbilt University,Elizabeth,,Weber,1171543,2,good,TEACHER,PROFESSOR,4.8
1788,Physics,4002,Vanderbilt University,Med,,Webster,568807,13,poor,TEACHER,PROFESSOR,1.9
1789,Engineering,4002,Vanderbilt University,Robert,,Webster,1197657,4,good,TEACHER,PROFESSOR,4.0
1790,Neuroscience,4002,Vanderbilt University,Meredyth,,Wegener,2548388,10,good,TEACHER,PROFESSOR,4.2
1791,Political Science,4002,Vanderbilt University,Keith,,Weghorst,2160898,19,good,TEACHER,PROFESSOR,3.8
1792,Education,4002,Vanderbilt University,Joseph,,Wehby,283303,34,good,TEACHER,PROFESSOR,4.0
1793,Biology,4002,Vanderbilt University,Chunyao,,Wei,1381181,1,good,TEACHER,PROFESSOR,5.0
1794,Languages,4002,Vanderbilt University,Qing,,Wei,468519,20,good,TEACHER,PROFESSOR,4.8
1795,Physics,4002,Vanderbilt University,Thomas,,Weiler,1351445,5,poor,TEACHER,PROFESSOR,1.8
1796,Astronomy,4002,Vanderbilt University,David,,Weintraub,141535,110,good,TEACHER,PROFESSOR,4.0
1797,Art History,4002,Vanderbilt University,Jochen,,Weirich,2460554,0,zero,TEACHER,PROFESSOR,N/A
1798,Languages,4002,Vanderbilt University,Lisa,,Weiss,785058,2,good,TEACHER,PROFESSOR,4.2
1799,Engineering,4002,Vanderbilt University,Sharon,,Weiss,1243198,2,good,TEACHER,PROFESSOR,4.8
1800,Women's Studies,4002,Vanderbilt University,Gay,,Welch,2027816,1,average,TEACHER,PROFESSOR,2.5
1801,History,4002,Vanderbilt University,Kimberly,,Welch,2201243,7,good,TEACHER,PROFESSOR,4.3
1802,Engineering,4002,Vanderbilt University,Robert,,Weller,142267,11,average,TEACHER,PROFESSOR,3.4
1803,Philosophy,4002,Vanderbilt University,Christopher,,Wells,1484767,13,good,TEACHER,PROFESSOR,4.4
1804,African-American Studies,4002,Vanderbilt University,Alexis,S,Wells,2061321,3,good,TEACHER,PROFESSOR,5.0
1805,Economics,4002,Vanderbilt University,Quan,,Wen,602055,16,average,TEACHER,PROFESSOR,3.2
1806,Languages,4002,Vanderbilt University,Steven,,Wenz,1643342,9,good,TEACHER,PROFESSOR,4.8
1807,Languages,4002,Vanderbilt University,Meike,,Werner,794711,9,good,TEACHER,PROFESSOR,4.7
1808,Anthropology,4002,Vanderbilt University,Steve,,Wernke,1068660,12,good,TEACHER,PROFESSOR,4.1
1809,Languages,4002,Vanderbilt University,Katherine,,Wesolek,2189023,9,good,TEACHER,PROFESSOR,4.8
1810,Education,4002,Vanderbilt University,Tonya,,West,629153,0,zero,TEACHER,PROFESSOR,N/A
1811,Communication,4002,Vanderbilt University,Isaac,Neil,West,2475420,3,good,TEACHER,PROFESSOR,5.0
1812,Economics,4002,Vanderbilt University,Diana,,Weymark,594971,52,average,TEACHER,PROFESSOR,3.0
1813,Economics,4002,Vanderbilt University,John,,Weymark,383307,15,good,TEACHER,PROFESSOR,4.0
1814,Classics,4002,Vanderbilt University,Georgina,,White,2293170,3,good,TEACHER,PROFESSOR,4.7
1815,Computer Science,4002,Vanderbilt University,Christopher,,White,2415495,1,good,TEACHER,PROFESSOR,5.0
1816,Languages,4002,Vanderbilt University,Bryant,,White,2517990,0,zero,TEACHER,PROFESSOR,N/A
1817,Computer Science,4002,Vanderbilt University,Jules,,White,1276377,4,good,TEACHER,PROFESSOR,4.3
1818,Mathematics,4002,Vanderbilt University,Jonathon,,Whitehouse,1319659,33,average,TEACHER,PROFESSOR,2.7
1819,Languages,4002,Vanderbilt University,Karin,,Whitehouse,1676788,1,good,TEACHER,PROFESSOR,3.5
1820,African-American Studies,4002,Vanderbilt University,Gilman,,Whiting,742312,51,good,TEACHER,PROFESSOR,3.9
1821,Philosophy,4002,Vanderbilt University,Norman,,Whitman,1484764,11,good,TEACHER,PROFESSOR,4.6
1822,Philosophy,4002,Vanderbilt University,Matt,,Whitt,832743,7,good,TEACHER,PROFESSOR,4.3
1823,Classics,4002,Vanderbilt University,Bronwen,,Wickkiser,1078594,4,good,TEACHER,PROFESSOR,4.6
1824,Engineering,4002,Vanderbilt University,John,,Wikswo,600153,6,average,TEACHER,PROFESSOR,2.5
1825,Neuroscience,4002,Vanderbilt University,Gaynor,,Wild,1552222,14,good,TEACHER,PROFESSOR,4.1
1826,Music,4002,Vanderbilt University,Matthew,,Wilder,1053035,4,average,TEACHER,PROFESSOR,2.8
1827,Engineering,4002,Vanderbilt University,Mitch,,Wilkes,126071,15,good,TEACHER,PROFESSOR,4.2
1828,Mathematics,4002,Vanderbilt University,Rufus,,Willett,1385988,6,good,TEACHER,PROFESSOR,3.8
1829,Music,4002,Vanderbilt University,David,,Williams,975562,8,good,TEACHER,PROFESSOR,3.8
1830,History,4002,Vanderbilt University,Rhonda,,Williams,2362256,2,average,TEACHER,PROFESSOR,3.0
1831,Health Science,4002,Vanderbilt University,Caroline,,Williams,2604538,0,zero,TEACHER,PROFESSOR,N/A
1832,Management,4002,Vanderbilt University,Leonora,,Williamson,2645405,2,good,TEACHER,PROFESSOR,4.0
1833,Business,4002,Vanderbilt University,Richard,,Willis,1826054,1,good,TEACHER,PROFESSOR,5.0
1834,History,4002,Vanderbilt University,Adam,,Wilsman,1359411,0,zero,TEACHER,PROFESSOR,N/A
1835,Music,4002,Vanderbilt University,Jeremy,,Wilson,1845074,1,good,TEACHER,PROFESSOR,5.0
1836,Languages,4002,Vanderbilt University,Cara,,Wilson,2082562,9,good,TEACHER,PROFESSOR,4.8
1837,Engineering,4002,Vanderbilt University,John,,Wilson,2091729,5,good,TEACHER,PROFESSOR,4.1
1838,Political Science,4002,Vanderbilt University,Alan,,Wiseman,1603660,27,good,TEACHER,PROFESSOR,4.2
1839,Nursing,4002,Vanderbilt University,Terry,,Witherington,399016,6,good,TEACHER,PROFESSOR,3.7
1840,Engineering,4002,Vanderbilt University,Thomas,,Withrow,1470763,7,good,TEACHER,PROFESSOR,4.3
1841,Engineering,4002,Vanderbilt University,James,,Wittig,195556,30,good,TEACHER,PROFESSOR,4.2
1842,Engineering,4002,Vanderbilt University,Arthur,,Witulski,1728738,7,good,TEACHER,PROFESSOR,4.2
1843,Biology,4002,Vanderbilt University,Mark,,Woelfle,285414,60,good,TEACHER,PROFESSOR,3.8
1844,Education,4002,Vanderbilt University,Mark,,Wolery,289793,5,good,TEACHER,PROFESSOR,3.9
1845,English,4002,Vanderbilt University,Mark,,Wollaeger,949775,34,good,TEACHER,PROFESSOR,4.4
1846,Neuroscience,4002,Vanderbilt University,Thilo,,Womelsdorf,2455996,1,good,TEACHER,PROFESSOR,5.0
1847,Political Science,4002,Vanderbilt University,Jungmoo,,Woo,2057094,1,poor,TEACHER,PROFESSOR,2.0
1848,Philosophy,4002,Vanderbilt University,David,,Wood,136395,9,good,TEACHER,PROFESSOR,3.5
1849,Communication,4002,Vanderbilt University,Dustin,,Wood,1997421,21,average,TEACHER,PROFESSOR,3.3
1850,Economics,4002,Vanderbilt University,Myrna,,Wooders,914323,15,poor,TEACHER,PROFESSOR,2.3
1851,Business,4002,Vanderbilt University,Philip,K,Woodlief,2419483,3,good,TEACHER,PROFESSOR,4.3
1852,Neuroscience,4002,Vanderbilt University,Geoffrey,,Woodman,1267206,12,good,TEACHER,PROFESSOR,3.7
1853,Sociology,4002,Vanderbilt University,Laurie,,Woods,1052727,32,good,TEACHER,PROFESSOR,4.7
1854,English,4002,Vanderbilt University,Chance,,Woods,1743384,21,good,TEACHER,PROFESSOR,3.7
1855,Languages,4002,Vanderbilt University,Boston,,Woolfolk,1805012,2,good,TEACHER,PROFESSOR,5.0
1856,Mathematics,4002,Vanderbilt University,Grace,,Work,2250206,17,good,TEACHER,PROFESSOR,4.2
1857,Engineering,4002,Vanderbilt University,Dan,,Work,2585108,1,good,TEACHER,PROFESSOR,5.0
1858,Art History,4002,Vanderbilt University,Matthew,,Worsnick,2418313,5,good,TEACHER,PROFESSOR,5.0
1859,Chemistry,4002,Vanderbilt University,David,,Wright,308476,30,average,TEACHER,PROFESSOR,2.8
1860,History,4002,Vanderbilt University,Edward,,Wright-Rios,593720,9,good,TEACHER,PROFESSOR,4.0
1861,Mathematics,4002,Vanderbilt University,Yixiang,,Wu,2249098,12,good,TEACHER,PROFESSOR,3.8
1862,Business,4002,Vanderbilt University,Freeman,,Wu,2435609,6,good,TEACHER,PROFESSOR,4.2
1863,Psychology,4002,Vanderbilt University,Hao,,Wu,2460835,15,average,TEACHER,PROFESSOR,2.5
1864,Philosophy,4002,Vanderbilt University,Julian,,Wuerth,1322819,15,good,TEACHER,PROFESSOR,3.7
1865,Engineering,4002,Vanderbilt University,Ryszard,,Wycisk,2230467,3,poor,TEACHER,PROFESSOR,1.0
1866,Mathematics,4002,Vanderbilt University,Daoxing,,Xia,133777,25,poor,TEACHER,PROFESSOR,2.4
1867,Mathematics,4002,Vanderbilt University,Zhizhang,,Xie,1639176,7,good,TEACHER,PROFESSOR,3.8
1868,Engineering,4002,Vanderbilt University,Roy,,Xu,351590,13,poor,TEACHER,PROFESSOR,2.2
1869,Economics,4002,Vanderbilt University,Qi,,Xu,2609903,0,zero,TEACHER,PROFESSOR,N/A
1870,Computer Science,4002,Vanderbilt University,Yuan,,Xue,956604,2,good,TEACHER,PROFESSOR,4.5
1871,Law,4002,Vanderbilt University,Yesha,,Yadav,2500101,0,zero,TEACHER,PROFESSOR,N/A
1872,Medicine,4002,Vanderbilt University,Marian,,Yagel,1337084,10,good,TEACHER,PROFESSOR,4.0
1873,Anthropology,4002,Vanderbilt University,Anna,,Yant,1934392,4,good,TEACHER,PROFESSOR,4.6
1874,Education,4002,Vanderbilt University,Sharon,,Yates,1209017,0,zero,TEACHER,PROFESSOR,N/A
1875,Mathematics,4002,Vanderbilt University,Ju-Yi,,Yen,1239809,7,poor,TEACHER,PROFESSOR,1.7
1876,Languages,4002,Vanderbilt University,Orit,,Yeret,2126866,2,good,TEACHER,PROFESSOR,4.5
1877,Asian Studies,4002,Vanderbilt University,We Jung,,Yi,2471290,9,good,TEACHER,PROFESSOR,3.8
1878,Neuroscience,4002,Vanderbilt University,Samantha,,Yohn,2343691,24,good,TEACHER,PROFESSOR,4.0
1879,Philosophy,4002,Vanderbilt University,Rachael,,Yonek,2584782,0,zero,TEACHER,PROFESSOR,N/A
1880,Political Science,4002,Vanderbilt University,Hye,Young,You,2253824,2,good,TEACHER,PROFESSOR,5.0
1881,English,4002,Vanderbilt University,Paul,,Young,393014,12,good,TEACHER,PROFESSOR,4.7
1882,Engineering,4002,Vanderbilt University,Jamey,,Young,1628805,3,good,TEACHER,PROFESSOR,4.0
1883,Engineering,4002,Vanderbilt University,Azizeh (Amy),,Yousefi,2092170,2,good,TEACHER,PROFESSOR,4.2
1884,Women's Studies,4002,Vanderbilt University,Mary,,Zaborskis,2297546,3,good,TEACHER,PROFESSOR,5.0
1885,Psychology,4002,Vanderbilt University,David,,Zald,202540,21,good,TEACHER,PROFESSOR,4.1
1886,Languages,4002,Vanderbilt University,Andres,,Zamora,535823,12,good,TEACHER,PROFESSOR,4.8
1887,Economics,4002,Vanderbilt University,Matthew,,Zaragoza-Watkins,2313915,13,average,TEACHER,PROFESSOR,3.4
1888,Mathematics,4002,Vanderbilt University,Kourosh,,Zarringhalam,1032679,7,good,TEACHER,PROFESSOR,3.9
1889,Political Science,4002,Vanderbilt University,Elizabeth,,Zechmeister,1193334,6,good,TEACHER,PROFESSOR,4.9
1890,Engineering,4002,Vanderbilt University,Karl,,Zelik,1996488,5,good,TEACHER,PROFESSOR,4.3
1891,Languages,4002,Vanderbilt University,Christoph,,Zeller,912467,13,good,TEACHER,PROFESSOR,4.3
1892,Philosophy,4002,Vanderbilt University,Scott,,Zeman,1414568,5,poor,TEACHER,PROFESSOR,2.4
1893,Law,4002,Vanderbilt University,Nicholas,,Zeppos,1255781,1,good,TEACHER,PROFESSOR,5.0
1894,Biomedical,4002,Vanderbilt University,Linda,,Zhang,1715777,3,good,TEACHER,PROFESSOR,5.0
1895,Computer Science,4002,Vanderbilt University,Zhenkai,,Zhang,2272974,3,good,TEACHER,PROFESSOR,5.0
1896,Mathematics,4002,Vanderbilt University,Dechao,,Zheng,1145740,28,average,TEACHER,PROFESSOR,3.0
1897,Languages,4002,Vanderbilt University,Denis,A,Zhernokleyev,2176130,15,good,TEACHER,PROFESSOR,4.5
1898,Mathematics,4002,Vanderbilt University,Changyong,,Zhong,789281,3,good,TEACHER,PROFESSOR,4.2
1899,Mathematics,4002,Vanderbilt University,QI,,Zhong,1381339,5,good,TEACHER,PROFESSOR,4.4
1900,Mathematics,4002,Vanderbilt University,Dongping,,Zhuang,1330820,14,poor,TEACHER,PROFESSOR,1.6
